"报表期起始日","报表期截止日","销售商品、提供劳务收到的现金","客户存款和同业存放款项净增加","向中央银行借款净增加额","向其他金融机构拆入资金净增加","收到原保险合同保费取得的现金","收到再保险业务现金净额","保户储金及投资款净增加额","处置交易性金融资产净增加额","收取利息、手续费及佣金的现金","拆入资金净增加额","回购业务资金净增加额","收到的税费返还","收到的其他与经营活动有关的现","特殊处理本身不平经营流入","特殊处理格式不同经营流入","经营活动现金流入小计","购买商品、接受劳务支付的现金","客户贷款及垫款净增加额","存放中央银行和同业款项净增加","支付原保险合同赔付款项的现金","支付利息、手续费及佣金的现金","支付保单红利的现金","支付给职工以及为职工支付的现","支付的各项税费","支付的其他与经营活动有关的现","特殊处理本身不平经营流出","特殊处理格式不同经营流出","经营活动现金流出小计","特殊处理本身不平经营净额","特殊处理格式不同经营净额","一、经营活动产生的现金流量净","收回投资所收到的现金","取得投资收益收到的现金","处置固定资产、无形资产和其他","处置子公司及其他营业单位收到","收到的其他与投资活动有关的现","减少质押和定期存款所收到的现","特殊处理本身不平投资流入","特殊处理格式不同投资流入","投资活动现金流入小计","购建固定资产、无形资产和其他","投资所支付的现金","质押贷款净增加额","取得子公司及其他营业单位支付","支付的其他与投资活动有关的现","增加质押和定期存款所支付的现","特殊处理本身不平投资流出","特殊处理格式不同投资流出","投资活动现金流出小计","特殊处理本身不平投资净额","特殊处理格式不同投资净额","二、投资活动产生的现金流量净","吸收投资收到的现金","其中：子公司吸收少数股东投资","取得借款收到的现金","发行债券收到的现金","收到其他与筹资活动有关的现金","特殊处理本身不平筹资流入","特殊处理格式不同筹资流入","筹资活动现金流入小计","偿还债务支付的现金","分配股利、利润或偿付利息所支","其中：子公司支付给少数股东的","支付其他与筹资活动有关的现金","特殊处理本身不平筹资流出","特殊处理格式不同筹资流出","筹资活动现金流出小计","特殊处理本身不平筹资净额","特殊处理格式不同筹资净额","三、筹资活动产生的现金流量净","四、汇率变动对现金及现金等价","特殊处理本身不平现金净额","特殊处理格式不同现金净额","五、现金及现金等价物净增加额","期初现金及现金等价物余额","特殊处理本身不平现金期末","特殊处理格式不同现金期末","六、期末现金及现金等价物余额","净利润","少数股东权益","未确认的投资损失","资产减值准备","固定资产折旧、油气资产折耗、","投资性房地产折旧、摊销","无形资产摊销","长期待摊费用摊销","待摊费用的减少","预提费用的增加","处置固定资产、无形资产和其他","固定资产报废损失","公允价值变动损失","递延收益增加（减：减少）","预计负债","财务费用","投资损失","递延所得税资产减少","递延所得税负债增加","存货的减少","经营性应收项目的减少","经营性应付项目的增加","已完工尚未结算款的减少(减:","已结算尚未完工款的增加(减:","其他","特殊处理本身不平经营净额附表","特殊处理格式不同经营净额附表","经营活动产生现金流量净额","债务转为资本","一年内到期的可转换公司债券","融资租入固定资产","现金的期末余额","现金的期初余额","现金等价物的期末余额","现金等价物的期初余额","特殊处理本身不平现金净额附表","特殊处理格式不同现金净额附表","现金及现金等价物的净增加额"
20090101,20090930,104341000000,,,,,,,,,,,11000000,640000000,,,104992000000,34669000000,,,,,,5351000000,22585000000,1392000000,,,63997000000,,,40995000000,5000000,195000000,57000000,,916000000,32799000000,,,33972000000,17176000000,106000000,,,,62261000000,,,79543000000,,,-45571000000,1689000000,-2516000000,34581000000,,,,,36270000000,36394000000,14910000000,,,,,51304000000,,,-15034000000,,,,-19610000000,59054000000,,,39444000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39444000000,59054000000,,,,,-19610000000
20090101,20090630,67635000000,0,0,0,0,0,0,0,0,0,0,5000000,522000000,0,0,68162000000,22006000000,0,0,0,0,0,3724000000,12646000000,632000000,0,0,39008000000,0,0,29154000000,5000000,182000000,57000000,0,602000000,28325000000,0,17000000,29188000000,10604000000,74000000,0,0,0,60770000000,0,205000000,71653000000,0,0,-42465000000,1383000000,0,21701000000,0,0,0,0,23084000000,24938000000,13078000000,1787000000,0,0,0,38016000000,0,0,-14932000000,0,0,0,-28243000000,59054000000,0,0,30811000000,18126000000,0,0,302000000,5286000000,0,346000000,64000000,0,0,-33000000,153000000,230000000,0,0,693000000,-318000000,-84000000,0,-1024000000,1053000000,3337000000,0,0,0,0,1023000000,29154000000,0,0,0,30811000000,59054000000,0,0,0,0,-28243000000
20090101,20090331,35011000000,,,,,,,,,,,1000000,470000000,,,35482000000,9031000000,,,,,,1786000000,6112000000,539000000,,,17468000000,,,18014000000,1000000,24000000,,,447000000,,,,472000000,4798000000,,,,13274000000,,,,18072000000,,,-17600000000,294000000,,12777000000,,,,,13071000000,12729000000,1121000000,,,,,13850000000,,,-779000000,,,,-365000000,59054000000,,,58689000000,0,,,,0,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,58689000000,59054000000,,,,,-365000000
20080101,20081231,118178000000,0,0,0,0,0,0,0,0,0,0,45000000,1422000000,0,0,119645000000,46439000000,0,0,0,0,0,7252000000,18910000000,2818000000,0,0,75419000000,0,0,44226000000,259000000,542000000,90000000,0,816000000,37000000,0,0,1744000000,36546000000,409000000,0,367000000,0,201000000,0,241000000,37764000000,0,0,-36020000000,1739000000,0,41004000000,0,0,0,0,42743000000,27652000000,16194000000,0,0,0,1453000000,45299000000,0,0,-2556000000,0,0,0,5650000000,53404000000,0,0,59054000000,29815000000,0,0,1289000000,9392000000,0,680000000,103000000,0,0,0,462000000,-472000000,0,0,3865000000,-853000000,0,287000000,-1376000000,-1079000000,2141000000,0,0,0,0,-28000000,44226000000,0,0,0,59054000000,53404000000,0,0,0,0,5650000000
20080101,20080930,84264000000,0,0,0,0,0,0,0,0,0,0,31000000,808000000,,,85103000000,30908000000,0,0,0,0,0,4533000000,14928000000,1812000000,,,52181000000,,,32922000000,424000000,225000000,36000000,0,578000000,0,,,1263000000,22454000000,244000000,0,367000000,169000000,0,,,23234000000,,,-21971000000,1113000000,0,29847000000,0,0,,,30960000000,20919000000,13739000000,0,0,,,34658000000,,,-3698000000,0,,,7253000000,53404000000,,,60657000000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,60657000000,53404000000,0,0,,,7253000000
20080101,20080630,54866000000,0,0,0,0,0,0,0,0,0,0,18000000,700000000,,,55584000000,19387000000,0,0,0,0,0,3050000000,9509000000,1170000000,,,33116000000,,,22468000000,0,225000000,36000000,0,349000000,2000000,,,612000000,14242000000,244000000,0,367000000,0,101000000,,,14954000000,,,-14342000000,1113000000,0,19331000000,0,0,,,20444000000,11723000000,13127000000,1239000000,0,,,24850000000,,,-4406000000,0,,,3720000000,53404000000,,,57124000000,16025000000,0,0,199000000,4604000000,0,301000000,45000000,0,0,-21000000,78000000,-50000000,0,0,1521000000,-334000000,8000000,0,-1104000000,340000000,856000000,0,0,0,,,22468000000,0,0,0,57124000000,53404000000,0,0,,,3720000000
20080101,20080331,26374000000,0,0,0,0,0,0,0,0,0,0,7000000,356000000,,,26737000000,11056000000,0,0,0,0,0,1564000000,3845000000,681000000,,,17146000000,,,9591000000,0,12000000,29000000,0,263000000,0,,,304000000,5511000000,71000000,0,50000000,0,0,,,5632000000,,,-5328000000,50000000,50000000,10677000000,0,0,,,10727000000,7059000000,1339000000,461000000,0,,,8398000000,,,2329000000,0,,,6592000000,53404000000,,,59996000000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,59996000000,53404000000,0,0,,,6592000000
20070101,20071231,90080000000,0,0,0,0,0,0,0,0,0,0,48000000,1150000000,0,0,91278000000,36431000000,0,0,0,0,0,5950000000,16090000000,2872000000,0,0,61343000000,0,0,29935000000,2154000000,495000000,136000000,0,622000000,517000000,0,0,3924000000,28073000000,2724000000,0,3328000000,0,541000000,0,0,34666000000,0,0,-30742000000,853000000,199000000,48140000000,1453000000,0,0,65988000000,116434000000,49603000000,28378000000,1929000000,0,0,0,77981000000,0,0,38453000000,0,0,0,37646000000,15758000000,0,0,53404000000,19766000000,3382000000,0,709000000,8319000000,0,563000000,153000000,0,0,-27000000,326000000,-283000000,0,0,2666000000,-638000000,-256000000,0,-1644000000,-2422000000,-679000000,0,0,0,0,0,29935000000,0,0,0,53404000000,15758000000,0,0,0,0,37646000000
20070101,20070930,67418000000,0,0,0,0,0,0,0,0,0,0,15000000,724000000,,,68157000000,23229000000,0,0,0,0,0,3572000000,13533000000,1930000000,,,42264000000,,,25893000000,2126000000,319000000,78000000,0,354000000,0,,,2877000000,20010000000,1997000000,0,3328000000,206000000,0,,,25541000000,,,-22664000000,337000000,0,37520000000,1449000000,66187000000,,,105493000000,25307000000,10091000000,1732000000,0,,,35398000000,,,70095000000,0,,,73324000000,15758000000,,,89082000000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,89082000000,15758000000,0,0,,,73324000000
20070101,20070630,41670000000,0,0,0,0,0,0,0,0,0,0,0,269000000,,,41939000000,16176000000,0,0,0,0,0,2265000000,8682000000,1032000000,,,28155000000,,,13784000000,2036000000,309000000,37000000,0,134000000,0,,,2516000000,10989000000,1379000000,0,0,0,90000000,,,12458000000,,,-9942000000,337000000,0,20654000000,445000000,0,,,21436000000,16966000000,8530000000,724000000,0,,,25496000000,,,-4060000000,0,,,-218000000,15501000000,,,15283000000,11729000000,0,0,319000000,4032000000,0,272000000,67000000,0,0,-12000000,106000000,109000000,0,0,1170000000,-298000000,-178000000,0,-1431000000,-1528000000,-573000000,0,0,0,,,13784000000,0,0,0,15283000000,15501000000,0,0,,,-218000000
20060101,20061231,69407000000,,,,,,,,,,,18000000,521000000,,,69946000000,25374000000,,,,,,3589000000,10895000000,4402000000,,,44260000000,,,25686000000,880000000,299000000,431000000,,250000000,,,58000000,1918000000,23935000000,2256000000,,1162000000,,,,,27353000000,,,-25435000000,1253000000,,30709000000,,,,,31962000000,25184000000,11391000000,1178000000,,,,36575000000,,,-4613000000,,,,-4362000000,19825000000,,38000000,15501000000,19153000000,,,210000000,6981000000,,396000000,288000000,,,-147000000,219000000,23000000,,,2077000000,-470000000,-29000000,,-1221000000,-2453000000,659000000,,,,,,25686000000,,,,15501000000,19825000000,,,,-38000000,-4362000000
20060101,20060630,31790000000,0,0,0,0,0,0,0,0,0,0,0,225000000,0,0,32015000000,11463000000,0,0,0,0,0,1482000000,5361000000,2219000000,0,0,20525000000,0,0,11490000000,720000000,134000000,30000000,0,104000000,58000000,0,0,1046000000,8284000000,74000000,0,0,0,0,0,0,8358000000,0,0,-7312000000,286000000,0,16552000000,0,0,0,0,16838000000,11669000000,9510000000,682000000,0,0,0,21179000000,0,0,-4341000000,0,0,0,-163000000,19825000000,0,38000000,19700000000,9190000000,0,0,2000000,3129000000,0,205000000,153000000,0,0,-25000000,52000000,25000000,0,0,1197000000,-137000000,-145000000,0,-565000000,-1980000000,389000000,0,0,0,0,0,11490000000,0,0,0,19700000000,19825000000,0,0,0,-38000000,-163000000
20050101,20051231,58178000000,0,0,0,0,0,0,0,0,0,0,45000000,393000000,0,0,58616000000,18142000000,0,0,0,0,0,2935000000,9411000000,1322000000,0,0,31810000000,0,0,26806000000,298000000,145000000,132000000,0,266000000,0,0,50000000,891000000,17007000000,1090000000,0,0,0,0,0,61000000,18158000000,0,0,-17267000000,24732000000,0,36882000000,0,0,0,0,61614000000,46701000000,11765000000,0,0,0,0,58466000000,0,0,3148000000,0,0,0,12687000000,7138000000,0,0,19825000000,17049000000,0,0,74000000,5562000000,0,384000000,268000000,0,0,-11000000,198000000,368000000,0,0,1692000000,-452000000,-34000000,0,-854000000,1368000000,1194000000,0,0,0,0,0,26806000000,0,0,0,19825000000,7138000000,0,0,0,0,12687000000
20040101,20041231,43133000000,0,0,0,0,0,0,0,0,0,0,50000000,337000000,0,0,43520000000,14011000000,0,0,0,0,0,1916000000,4423000000,1773000000,0,0,22123000000,0,0,21397000000,491000000,43000000,149000000,0,72000000,0,0,330000000,1085000000,16761000000,1941000000,0,0,0,0,0,130000000,18832000000,0,0,-17747000000,473000000,0,22675000000,0,0,0,0,23148000000,20803000000,3018000000,0,0,0,0,23821000000,0,0,-673000000,0,0,0,2977000000,4161000000,0,0,7138000000,9344000000,0,0,239000000,5177000000,0,289000000,136000000,0,0,-4000000,79000000,-145000000,0,0,2503000000,-189000000,169000000,0,283000000,-609000000,4125000000,0,0,0,0,0,21397000000,0,0,0,7138000000,4161000000,0,0,0,0,2977000000
