"报表期起始日","报表期截止日","销售商品、提供劳务收到的现金","客户存款和同业存放款项净增加","向中央银行借款净增加额","向其他金融机构拆入资金净增加","收到原保险合同保费取得的现金","收到再保险业务现金净额","保户储金及投资款净增加额","处置交易性金融资产净增加额","收取利息、手续费及佣金的现金","拆入资金净增加额","回购业务资金净增加额","收到的税费返还","收到的其他与经营活动有关的现","特殊处理本身不平经营流入","特殊处理格式不同经营流入","经营活动现金流入小计","购买商品、接受劳务支付的现金","客户贷款及垫款净增加额","存放中央银行和同业款项净增加","支付原保险合同赔付款项的现金","支付利息、手续费及佣金的现金","支付保单红利的现金","支付给职工以及为职工支付的现","支付的各项税费","支付的其他与经营活动有关的现","特殊处理本身不平经营流出","特殊处理格式不同经营流出","经营活动现金流出小计","特殊处理本身不平经营净额","特殊处理格式不同经营净额","一、经营活动产生的现金流量净","收回投资所收到的现金","取得投资收益收到的现金","处置固定资产、无形资产和其他","处置子公司及其他营业单位收到","收到的其他与投资活动有关的现","减少质押和定期存款所收到的现","特殊处理本身不平投资流入","特殊处理格式不同投资流入","投资活动现金流入小计","购建固定资产、无形资产和其他","投资所支付的现金","质押贷款净增加额","取得子公司及其他营业单位支付","支付的其他与投资活动有关的现","增加质押和定期存款所支付的现","特殊处理本身不平投资流出","特殊处理格式不同投资流出","投资活动现金流出小计","特殊处理本身不平投资净额","特殊处理格式不同投资净额","二、投资活动产生的现金流量净","吸收投资收到的现金","其中：子公司吸收少数股东投资","取得借款收到的现金","发行债券收到的现金","收到其他与筹资活动有关的现金","特殊处理本身不平筹资流入","特殊处理格式不同筹资流入","筹资活动现金流入小计","偿还债务支付的现金","分配股利、利润或偿付利息所支","其中：子公司支付给少数股东的","支付其他与筹资活动有关的现金","特殊处理本身不平筹资流出","特殊处理格式不同筹资流出","筹资活动现金流出小计","特殊处理本身不平筹资净额","特殊处理格式不同筹资净额","三、筹资活动产生的现金流量净","四、汇率变动对现金及现金等价","特殊处理本身不平现金净额","特殊处理格式不同现金净额","五、现金及现金等价物净增加额","期初现金及现金等价物余额","特殊处理本身不平现金期末","特殊处理格式不同现金期末","六、期末现金及现金等价物余额","净利润","少数股东权益","未确认的投资损失","资产减值准备","固定资产折旧、油气资产折耗、","投资性房地产折旧、摊销","无形资产摊销","长期待摊费用摊销","待摊费用的减少","预提费用的增加","处置固定资产、无形资产和其他","固定资产报废损失","公允价值变动损失","递延收益增加（减：减少）","预计负债","财务费用","投资损失","递延所得税资产减少","递延所得税负债增加","存货的减少","经营性应收项目的减少","经营性应付项目的增加","已完工尚未结算款的减少(减:","已结算尚未完工款的增加(减:","其他","特殊处理本身不平经营净额附表","特殊处理格式不同经营净额附表","经营活动产生现金流量净额","债务转为资本","一年内到期的可转换公司债券","融资租入固定资产","现金的期末余额","现金的期初余额","现金等价物的期末余额","现金等价物的期初余额","特殊处理本身不平现金净额附表","特殊处理格式不同现金净额附表","现金及现金等价物的净增加额"
20140101,20141231,30934580303.26,,,,,,,,,,,1880688022.24,270001860.32,,,33085270185.82,2391783453.94,,,,,,1540726214.27,7703356459.13,150510889.07,,,11786377016.41,,,21298893169.41,196186023.45,594431347.24,47722831.15,31272726.85,,,,,869612928.69,850315890.42,848055828.96,,,,,,,1698371719.38,,,-828758790.69,,,39250000000,,,,,39250000000,50722383282.37,8086775886.27,103247.68,55363631.4,,,58864522800.04,,,-19614522800.04,-5699121.4,,,849912457.28,2263824278.48,,,3113736735.76,11830215845.14,,,41743868.1,6202035450.86,,19426192.64,,,,20449135.85,,,,,3463142549.76,-1065876003.69,-10313540.44,,11008401.25,-157798868.63,944860138.57,,,,,,21298893169.41,,,,3113736735.76,2263824278.48,,,,,849912457.28
20140101,20140930,20265698311.28,,,,,,,,,,,1274546689.82,203041755.29,,,21743286756.39,1428943989.15,,,,,,871153430.44,5424116585.92,346996855.91,,,8071210861.42,,,13672075894.97,99195622.94,568193819.48,13142836.45,,,,,,680532278.87,276582572.26,210964337.52,,,,,,,487546909.78,,,192985369.09,,,39250000000,,,,,39250000000,44520985183.85,7370021684.66,,37952467.29,,,51928959335.8,,,-12678959335.8,70186.7,,,1186172114.96,2263824278.48,,,3449996393.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3449996393.44,2263824278.48,,,,,1186172114.96
20140101,20140630,9708090367.94,,,,,,,,,,,591746760.36,26566705.1,,,10326403833.4,1084532700.5,,,,,,613901309.46,2585449147.59,163725772.95,,,4447608930.5,,,5878794902.9,93832985.85,141085658.6,10851810.25,,,,,,245770454.7,226964548.81,,,,,,,,226964548.81,,,18805905.89,,,9000000000,,,,,9000000000,13175745180.69,1265646457.03,,22628212.49,,,14464019850.21,,,-5464019850.21,64573.78,,,433645532.36,2263824278.48,,,2697469810.84,3393440686.84,,,3180352.97,3121655615.74,,9610924.32,,,,-81463.55,,,,,1761372063.38,-670129362.78,5936233.26,,1161350.62,-1694325293.46,-53026204.44,,,,,,5878794902.9,,,,2697469810.84,2263824278.48,,,,,433645532.36
20140101,20140331,4057346073.43,,,,,,,,,,,299138677.18,29313765.27,,,4385798515.88,454423195.07,,,,,,274397530.91,1150756576.69,149725855.62,,,2029303158.29,,,2356495357.59,93839211.74,61077201.36,21129.5,,,,,,154937542.6,61016777.82,,,,,,,,61016777.82,,,93920764.78,,,4000000000,,,,,4000000000,6095358395.79,620932897.55,,4684030,,,6720975323.34,,,-2720975323.34,51307.5,,,-270507893.47,2263824278.48,,,1993316385.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993316385.01,2263824278.48,,,,,-270507893.47
20130101,20131231,26507219988.82,,,,,,,,,,,1995021463.32,499425988.29,,,29001667440.43,2119793239.23,,,,,,1388183797.04,7209874090.28,192397380.05,,,10910248506.6,,,18091418933.83,1900691454.82,436987188.14,11991743.16,,,,,,2349670386.12,770802292.77,1019862620,,,15117071.97,,,,1805781984.74,,,543888401.38,,,28400000000,,,,,28400000000,36853423435.43,9407190510.15,97402.65,58706192.75,,,46319320138.33,,,-17919320138.33,-326970.67,,,715660226.21,1548164052.27,,,2263824278.48,9071232721.19,,,81409551.9,6287595931.34,,13786039.91,196732.13,,,21779942.49,,1600,,,3827786861.55,-1361482318.32,-19793574.74,,-28670120.79,305514984.47,-107939417.3,,,,,,18091418933.83,,,,2263824278.48,1548164052.27,,,,,715660226.21
20130101,20130930,19542925725.2,,,,,,,,,,,1410649530.7,392815629.67,,,21346390885.57,1320200025.34,,,,,,825279964.07,5189657248.63,286710238.92,,,7621847476.96,,,13724543408.61,1167618339.47,391018784.21,14797320.3,,,,,,1573434443.98,374538189.71,1019882620,,,,,,,1394420809.71,,,179013634.27,,,27900000000,,,,,27900000000,30244626504.34,8454496490.06,,50802996.32,,,38749925990.72,,,-10849925990.72,-339788.73,,,3053291263.43,1548164052.27,,,4601455315.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4601455315.7,1548164052.27,,,,,3053291263.43
20130101,20130630,9156858118.39,,,,,,,,,,,716003064.79,167019646.04,,,10039880829.22,623400942.47,,,,,,565732635.66,2780959200.11,197797481.58,,,4167890259.82,,,5871990569.4,1143751425.64,58030047.58,7355828.74,,,,,,1209137301.96,222834553,1019862620,,,,,,,1242697173,,,-33559871.04,,,19900000000,,,,,19900000000,21128424073.93,1695381525.27,,35475791.43,,,22859281390.63,,,-2959281390.63,-214699.09,,,2878934608.64,1548164052.27,,,4427098660.91,2847303685.14,,,1487152.96,3145482248.74,,6531991.11,131154.75,,,11242882.44,,-3200,,,1919690211.56,-647197052.52,70042.67,,-24215989.69,-1370165334.85,-18367222.91,,,,,,5871990569.4,,,,4427098660.91,1548164052.27,,,,,2878934608.64
20130101,20130331,3897963094.4,,,,,,,,,,,426262909,55173588.16,,,4379399591.56,358138800.29,,,,,,248469644.34,1542650759.2,52894726.56,,,2202153930.39,,,2177245661.17,8868250.73,8133.86,4203628.34,,,,,,13080012.93,87548868.47,1019862620,,,,,,,1107411488.47,,,-1094331475.54,,,5400000000,,,,,5400000000,4497875552.39,823278173.82,,8286435.96,,,5329440162.17,,,70559837.83,-37812.51,,,1153436210.95,1548164052.27,,,2701600263.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2701600263.22,1548164052.27,,,,,1153436210.95
20120101,20121231,30535202648.07,,,,,,,,,,,2135704708.55,34125140.38,,,32705032497,2435407895.87,,,,,,1241061196.53,7210856037.96,356910962.1,,,11244236092.46,,,21460796404.54,4822780668.41,444541524.34,3953437.8,,,,,,5271275630.55,4067263621.8,5234548480,,,,,,,9301812101.8,,,-4030536471.25,900000,900000,45500000000,,,,,45500900000,56268719837.19,8809525369.05,206847.51,60655210,,,65138900416.24,,,-19638000416.24,-29813.77,,,-2207770296.72,3755934348.99,,,1548164052.27,10352669565.09,,,298989565.16,6139251128.87,,6598083.73,272309.5,,,2784075.68,,-2600,,,4662872182.18,-1018258561.61,-31085731.71,,-90264415.65,334080320.78,802890482.52,,,,,,21460796404.54,,,,1548164052.27,3755934348.99,,,,,-2207770296.72
20120101,20120930,21388285811.14,,,,,,,,,,,1430026843.08,227424419.3,,,23045737073.52,1682183078.13,,,,,,718258690.95,4805957083.6,402754051.77,,,7609152904.45,,,15436584169.07,3987055130.42,340836777.44,3690952.17,,,,,,4331582860.03,2829110656.35,5234528480,,,1802717.1,,,,8065441853.45,,,-3733858993.42,900000,,43500000000,,,,,43500900000,49436421750.7,7940961536.87,,41822901.26,,,57419206188.83,,,-13918306188.83,81209.62,,,-2215499803.56,3755934348.99,,,1540434545.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540434545.43,3755934348.99,,,,,-2215499803.56
20120101,20120630,9951043231.92,,,,,,,,,,,671373002.65,22055551.41,,,10644471785.98,680168579.68,,,,,,484353416.41,1951653688.26,133358423.18,,,3249534107.53,,,7394937678.45,2350649975.9,49604880.35,2176099.35,,,,,,2402430955.6,98906268.05,2608828120,,,798751.39,,,,2708533139.44,,,-306102183.84,900000,900000,14000000000,,,,,14000900000,18836515537.73,1831141663.77,,39854015,,,20707511216.5,,,-6706611216.5,45532.71,,,382269810.82,3755934348.99,,,4138204159.81,2846681906.61,,,11154475.69,3044083483.97,,2169490.27,10000,,,-136216.4,,-24400,,,2419361288.01,-653050345.93,-3396387.22,,-7228862.48,-1043466133.07,778779379,,,,,,7394937678.45,,,,4138204159.81,3755934348.99,,,,,382269810.82
20120101,20120331,4249981172.49,,,,,,,,,,,376819374.4,36699606.8,,,4663500153.69,339587407.94,,,,,,220531540.7,893520299.77,51827241.12,,,1505466489.53,,,3158033664.16,2100200120,17379927.92,2014656.57,,405410.05,,,,2120000114.54,58237823.39,2000200120,,,,,,,2058437943.39,,,61562171.15,,,5500000000,,,,,5500000000,9098986183.88,1063224315.55,,16907515,,,10179118014.43,,,-4679118014.43,-13207.24,,,-1459535386.36,3755934348.99,,,2296398962.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2296398962.63,3755934348.99,,,,,-1459535386.36
20110101,20111231,24658977802.39,,,,,,,,,,,1719639030.76,78586922.09,,,26457203755.24,2220742199.42,,,,,,1070561095.74,6615039959.22,1100829222.86,,,11007172477.24,,,15450031278,7213172487.7,705466131.26,4925420.03,,,,,,7923564038.99,7829737370.16,5439631230.19,,,,,,,13269368600.35,,,-5345804561.36,,,31440000000,,,,,31440000000,31209615273.21,8407670132.18,,71125491.56,,,39688410896.95,,,-8248410896.95,-436207.76,,,1855379611.93,1900554737.06,,,3755934348.99,7700829141.96,,,6335211.23,5870581299.97,,5297112.47,30000,,,-2692542.55,,-40800,,,4252536359.35,-1116515809.05,75354748.36,,-19794126.56,-434394262.51,-887495054.67,,,,,,15450031278,,,,3755934348.99,1900554737.06,,,,,1855379611.93
20110101,20110930,15522948991.55,,,,,,,,,,,1184893574.94,231034770.19,,,16938877336.68,1580518337.8,,,,,,635266545.34,4624782412.21,635690825,,,7476258120.35,,,9462619216.33,6614227682.9,790021296.24,4689122.65,,,,,,7408938101.79,2398106141.6,5349631230.19,,,,,,,7747737371.79,,,-338799270,,,26920000000,,,,,26920000000,28418961579.01,7345601896.4,,56360000,,,35820923475.41,,,-8900923475.41,-328207.19,,,222568263.73,1900554737.06,,,2123123000.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2123123000.79,1900554737.06,,,,,222568263.73
20110101,20110630,8643980618.03,,,,,,,,,,,635269940.86,116442076.27,,,9395692635.16,964441933.15,,,,,,429218340.94,2609407872.03,247054388.99,,,4250122535.11,,,5145570100.05,6198231053.8,679454336.09,4651655.14,,,,,,6882337045.03,37564252.55,5534052618.96,,,310168.48,,,,5571927039.99,,,1310410005.04,,,10910000000,,,,,10910000000,11748297707.91,5605880161.63,,16457096.41,,,17370634965.95,,,-6460634965.95,-94800.62,,,-4749661.48,1900554737.06,,,1895805075.58,2686350425.7,,,3758474.49,2898941051.85,,2690884.44,15000,,,-3081800.03,,31600,,,1951360128.04,-702316097.6,75718128.53,,-57094308.24,-1329080476.35,-381722910.78,,,,,,5145570100.05,,,,1895805075.58,1900554737.06,,,,,-4749661.48
20110101,20110331,3892230973.54,,,,,,,,,,,339363212.24,127302593,,,4358896778.78,359009241.59,,,,,,192699514.85,1104724451.67,128569345.55,,,1785002553.66,,,2573894225.12,3947597848,25228458.96,483689.13,,,,,,3973309996.09,8023750.57,3818108208.08,,,,,,,3826131958.65,,,147178037.44,,,3500000000,,,,,3500000000,2873386282.69,638176549.39,,14276766.61,,,3525839598.69,,,-25839598.69,,,,2695232663.87,1900554737.06,,,4595787400.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4595787400.93,1900554737.06,,,,,2695232663.87
20100101,20101231,25369522411.53,,,,,,,,,,,1846780565.23,23842333.2,,,27240145309.96,2492081270.2,,,,,,903901445.38,6268293002.88,249867276.13,,,9914142994.59,,,17326002315.37,5670065854.54,330252882.8,1314398.48,,,,,,6001633135.82,11511619642.89,7410906246.3,,,,,,,18922525889.19,,,-12920892753.37,,,45190000000,,,,,45190000000,41820338174.19,7899605709.33,255000,88772936.53,,,49808716820.05,,,-4618716820.05,,,,-213607258.05,2114161995.11,,,1900554737.06,8225662898.99,,,965770.27,5821732351.17,,5734376.29,30000,,,5503450.16,,167058.11,,,4321101828.75,-357905466.01,4429148.94,-49314.53,-36413422.25,-98676736.13,-566279628.39,,,,,,17326002315.37,,,,1900554737.06,2114161995.11,,,,,-213607258.05
20100101,20100930,15341807255.68,,,,,,,,,,,1158135076.96,90323355.89,,,16590265688.53,2194913268.03,,,,,,462741288.83,4020666858.99,260661030.88,,,6938982446.73,,,9651283241.8,2619873779.85,313724356.45,3132875.08,,,,,,2936731011.38,11424967567.83,3749921748.08,,2692800,260.5,,,,15177582376.41,,,-12240851365.03,,,45179500000,,,,,45179500000,36770290015.59,6978578385.21,245000,80300871.18,,,43829169271.98,,,1350330728.02,,,,-1239237395.21,2114161995.11,,,874924599.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874924599.9,2114161995.11,,,,,-1239237395.21
20100101,20100630,7446514516.54,,,,,,,,,,,516417631.84,32033614.06,,,7994965762.44,1570819471.03,,,,,,366807532.48,1663746456.7,148987556.49,,,3750361016.7,,,4244604745.74,1318778871.91,106070238.25,1532352.07,,,,,,1426381462.23,5641768875.54,970878848.92,,,,,,,6612647724.46,,,-5186266262.23,,,27490000000,,,,,27490000000,25063757583.95,1575500560.39,245000,33335000,,,26672593144.34,,,817406855.66,,,,-124254660.83,2114161995.11,,,1989907334.28,1981688445.63,,,4293725.95,2874702585.61,,2641073.03,15000,,,-814671.87,,75058.11,,,2257909938.14,-497983592.19,-23302044.78,-49314.53,-15420516.17,-1814888580.27,-524262360.92,,,,,,4244604745.74,,,,1989907334.28,2114161995.11,,,,,-124254660.83
20100101,20100331,3261187730.78,,,,,,,,,,,272492543.85,18218704.29,,,3551898978.92,230682916.31,,,,,,168686863.7,664922380.99,71341249.01,,,1135633410.01,,,2416265568.91,1000271995.31,,3970.59,,,,,,1000275965.9,11589874.75,,,,,,,,11589874.75,,,988686091.15,,,11000000000,,,,,11000000000,14807164402.93,712310676.5,,406337.07,,,15519881416.5,,,-4519881416.5,,,,-1114929756.44,2114161995.11,,,999232238.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999232238.67,2114161995.11,,,,,-1114929756.44
20090101,20091231,24711767769.51,,,,,,,,,,,810591465.93,81841875.36,,,25604201110.8,13118656293.52,,,,,,772790038.89,3308304203.82,215229898.46,,,17414980434.69,,,8189220676.11,6301891294.76,239058905.49,9480841.03,,,,,,6550431041.28,23615027829.88,6657731743.2,,,,,,,30272759573.08,,,-23722328531.8,,,36453700000,,,,,36453700000,17756514719.95,3772393146,953416.57,323532.5,,,21529231398.45,,,14924468601.55,,,,-608639254.14,2722801249.25,,,2114161995.11,4619012404.13,,,2209835.49,2871029678.42,,11404895.98,30000,,,4135602.93,,19541.89,,,1862387565.13,-1109740543.05,11975201.43,49314.53,-64317499.48,283021384.56,-301996705.85,,,,,,8189220676.11,,,,2114161995.11,2722801249.25,,,,,-608639254.14
20090101,20090930,15681972254.57,,,,,,,,,,,488598489.72,33339971.04,,,16203910715.33,8341698657.81,,,,,,428663709.32,2442772270.3,126772971.51,,,11339907608.94,,,4864003106.39,5251786138.24,228951466.77,983167.38,,,,,,5481720772.39,20055741074.98,5412068460,,,20000,,,,25467829534.98,,,-19986108762.59,3457294328.36,,33000000000,,,,,36457294328.36,17500000000,2542071286.85,702166.57,253532.5,,,20042324819.35,,,16414969509.01,,,,1292863852.81,2722801249.25,,,4015665102.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015665102.06,2722801249.25,,,,,1292863852.81
