"报表期起始日","报表期截止日","营业总收入","营业收入","利息收入","已赚保费","手续费及佣金收入","房地产销售收入","其他业务收入","特殊处理本身不平营业总收入","特殊处理格式不同营业总收入","营业总成本","营业成本","利息支出","手续费及佣金支出","房地产销售成本","研发费用","退保金","赔付支出净额","提取保险合同准备金净额","保单红利支出","分保费用","其他业务成本","营业税金及附加","销售费用","管理费用","财务费用","资产减值损失","特殊处理本身不平营业总成本","特殊处理格式不同营业总成本","公允价值变动收益","投资收益","其中:对联营企业和合营企业的投资收益","汇兑收益","期货损益","托管收益","补贴收入","其他业务利润","特殊处理本身不平营业利润","特殊处理格式不同营业利润","营业利润","营业外收入","营业外支出","非流动资产处置损失","特殊处理本身不平利润总额","特殊处理格式不同利润总额","利润总额","所得税费用","未确认投资损失","特殊处理本身不平净利润1","特殊处理格式不同净利润1","净利润","归属于母公司所有者的净利润","被合并方在合并前实现净利润","少数股东损益","特殊处理本身不平净利润2","特殊处理格式不同净利润2","基本每股收益","稀释每股收益","其他综合收益","归属于母公司所有者的其他综合收益","归属于少数股东的其他综合收益","综合收益总额","归属于母公司所有者的综合收益总额","归属于少数股东的综合收益总额","年初未分配利润","减少注册资本减少的未分配利润","其他转入","可分配利润","提取法定盈余公积","提取公益金","提取资本公积金","提取职工奖福基金","提取储备基金","提取企业发展基金","利润归还投资","补充流动资本","可供股东分配的利润","应付优先股股利","提取任意公积","应付普通股股利","转作资本股本的普通股股利","未分配利润","出售处置部门或被投资单位所得收益","自然灾害发生的损失","会计政策变更增加减少利润总额","会计估计变更增加减少利润总额","债务重组损失","其他补充资料"
20140101,20141231,26897792646.45,26897792646.45,,,,,,,,14414802011.57,9925854761.8,,,,,,,,,,,501123970.62,7480819.44,534126074.66,3404472516.95,41743868.1,,,,1065876003.69,723546184.88,,,,,,,,13548866638.57,1899668669.51,41999684.26,36129354.49,,,15406535623.82,3576319778.68,,,,11830215845.14,11829985736.31,,230108.83,,,0.72,0.72,757863038.24,757863038.24,,12588078883.38,12587848774.55,230108.83,,,,,,,,,,,,,,,,,,,,,,,,
20140101,20140930,20623231074.5,20623231074.5,,,,,,,,10384436202.72,7105677083.42,,,,,,,,,,,362833705.15,4646422.94,310372614.93,2598179487.03,2726889.25,,,,816698883.73,444388340.7,,,,,,,,11055493755.51,1284789466.04,1516804.91,103049.71,,,12338766416.64,2889139033.37,,,,9449627383.27,9449549754.06,,77629.21,,,0.57,0.57,-176609436.79,,,9273017946.48,9272940317.27,77629.21,,,,,,,,,,,,,,,,,,,,,,,,
20140101,20140630,9698597502,9698597502,,,,,,,,6644862673.88,4523107089.48,,,,,,,,,,,177337223.79,3130536.61,193332240.45,1744775230.58,3180352.97,,,,670129362.78,307518939.89,,,,,,,,3723864190.9,592285563.41,916667.8,101207.96,,,4315233086.51,921792399.67,,,,3393440686.84,3393313955.53,,126731.31,,,0.21,0.21,-78393670.93,,,3315047015.91,3314920284.6,126731.31,,,,,,,,,,,,,,,,,,,,,,,,
20140101,20140331,3565807056.07,3565807056.07,,,,,,,,3216610983.41,2170530714.17,,,,,,,,,,,68890810.83,1259053.72,86893146.09,889651866.37,-614607.77,,,,148284643.92,122826990.09,,,,,,,,497480716.58,309426937.76,745084.91,634638.27,,,806162569.43,169987194.08,,,,636175375.35,636166841.35,,8534,,,0.04,0.04,-255139582.63,,,381035792.72,381027258.72,8534,,,,,,,,,,,,,,,,,,,,,,,,
20130101,20131231,22697637374.02,22697637374.02,,,,,,,,14356302488.14,9534640937.56,,,,,,,,,,,403232176.21,7357565.45,542481061.64,3787181195.38,81409551.9,,,-1600,1361482318.32,846060945.11,,,,,,,,9702815604.2,2060305907.66,33052301.17,23797578.98,,,11730069210.69,2658836489.5,,,,9071232721.19,9070741088.95,,491632.24,,,0.55,0.55,-315085947.13,,,8756146774.06,8755655141.82,491632.24,,,,,,,,,,,,,,,,,,,,,,,,
20130101,20130930,18166649004.37,18166649004.37,,,,,,,,10525161247.33,6966116633.59,,,,,,,,,,,345326945.98,5132206.82,335262633.18,2872270533.2,1052294.56,,,-1600,793572482.44,437228001.44,,,,,,,,8435058639.48,1415326349.28,17495125.7,11305627.06,,,9832889863.06,2267443191.72,,,,7565446671.34,7565073977.97,,372693.37,,,0.46,0.46,-286037377.49,,,7279409293.85,7279036600.48,372693.37,,,,,,,,,,,,,,,,,,,,,,,,
20130101,20130630,8972949978.22,8972949978.22,,,,,,,,6735015523.04,4449818158.1,,,,,,,,,,,175934085.26,3159377.58,206807220.12,1897809529.02,1487152.96,,,3200,647197052.52,339932173.28,,,,,,,,2885134707.7,717389758.6,16869657.44,11282477.73,,,3585654808.86,738351123.72,,,,2847303685.14,2847065016.74,,238668.4,,,0.17,0.17,-465488649.98,,,2381815035.16,2381576366.76,238668.4,,,,,,,,,,,,,,,,,,,,,,,,
20130101,20130331,3438610178.39,3438610178.39,,,,,,,,3319203334.53,2171083183.14,,,,,,,,,,,69551261.64,1320311.05,95739145.23,981912166.5,-402733.03,,,22800,88650516.09,88101339.99,,,,,,,,208080159.95,430103296.81,155906.31,906.31,,,638027550.45,140832372.36,,,,497195178.09,497026267.75,,168910.34,,,0.03,0.03,115429385.15,,,612624563.24,612455652.9,168910.34,,,,,,,,,,,,,,,,,,,,,,,,
20120101,20121231,25781971164.74,25781971164.74,,,,,,,,15348766845.2,9358595845.79,,,,,,,,,,,489695963.02,8321752.36,559105905.03,4634057813.84,298989565.16,,,2600,1018258561.61,630159907.5,,,,,,,,11451465481.15,2138289341.39,12920226.09,4648795.13,,,13576834596.45,3224165031.36,,,,10352669565.09,10352010961.29,,658603.8,,,0.63,0.63,636852682.92,,,10989522248.01,10988863644.21,658603.8,,,,,,,,,,,,,,,,,,,,,,,,
20120101,20120930,20035106797.37,20035106797.37,,,,,,,,10917273083.06,6636374883.37,,,,,,,,,,,322609866.8,6232072.45,339028036.64,3601865524.09,11162699.71,,,6600,754308322.6,369720971.08,,,,,,,,9872148636.91,1432384328.18,4664730.17,158079.8,,,11299868234.92,2659039619.62,,,,8640828615.3,8640436047.62,,392567.68,,,0.52,0.52,-133251401.59,,,8507577213.71,8507184646.03,392567.68,,,,,,,,,,,,,,,,,,,,,,,,
20120101,20120630,9277919784.54,9277919784.54,,,,,,,,6984116498.18,4219782690.72,,,,,,,,,,,153802966.23,4242297.68,188913319.74,2406220748.12,11154475.69,,,24400,653050345.93,278788761.23,,,,,,,,2946878032.29,672175197.45,4500857.12,21785.06,,,3614552372.62,767870466.01,,,,2846681906.61,2846290663.96,,391242.65,,,0.17,0.17,-128319634.26,,,2718362272.35,2717971029.7,391242.65,,,,,,,,,,,,,,,,,,,,,,,,
20120101,20120331,3378420338.23,3378420338.23,,,,,,,,3355985197.84,2006347742.21,,,,,,,,,,,56869244.79,2060197.98,84607397.39,1206263635.39,-163019.92,,,-1800,116977738.45,105131408.07,,,,,,,,139411078.84,377440804.87,335302,17432,,,516516581.71,102689878.9,,,,413826702.81,413803103.04,,23599.77,,,0.03,0.03,368266970.63,,,782093673.44,782070073.67,23599.77,,,,,,,,,,,,,,,,,,,,,,,,
20110101,20111231,20700377511.27,20700377511.27,,,,,,,,13431444454.28,8421964094.83,,,,,,,,,,,337837904.03,10448937.2,430446568.89,4224411738.1,6335211.23,,,40800,1116515809.05,548043346.73,,,,,,,,8385489666.04,1723191139.37,4815305.41,416447.08,,,10103865500,2403036358.04,,,,7700829141.96,7699904934.17,,924207.79,,,0.47,0.47,-1608857330.52,,,6091971811.44,6091047603.65,924207.79,,,,,,,,,,,,,,,,,,,,,,,,
20110101,20110930,15839292168.11,15839292168.11,,,,,,,,9653406377.63,6123618616.5,,,,,,,,,,,251097188.8,7293443.03,286457955.82,2981100221.11,3838952.37,,,-111800,908929771.89,228725426.51,,,,,,,,7094703762.37,1188428212.63,596201.83,222666.69,,,8282535773.17,1954883857.46,,,,6327651915.71,6327177827.28,,474088.43,,,0.38,0.38,-1989704322.18,,,4337947593.53,4337473505.1,474088.43,,,,,,,,,,,,,,,,,,,,,,,,
20110101,20110630,8336440821.94,8336440821.94,,,,,,,,6224242728.61,3957967477.3,,,,,,,,,,,134373822.62,4898306.83,184517317.51,1938727329.86,3758474.49,,,-31600,702316097.6,184490071.77,,,,,,,,2814482590.93,638673575.16,270025.95,197925.78,,,3452886140.14,766535714.44,,,,2686350425.7,2686003169.47,,347256.23,,,0.16,0.16,-716002316.31,,,1970348109.39,1970000853.16,347256.23,,,,,,,,,,,,,,,,,,,,,,,,
20110101,20110331,3501541381.01,3501541381.01,,,,,,,,3054455432.96,1945836454.56,,,,,,,,,,,56129409.6,2279786.17,74116370.85,976077547.95,15863.83,,,15600,64935228.47,37895688.02,,,,,,,,512036776.52,339385814.19,742732.31,742732.31,,,850679858.4,202802895.32,,,,647876963.08,647916436.45,,-39473.37,,,0.04,0.04,193428765.8,,,841305728.88,841345202.25,-39473.37,,,,,,,,,,,,,,,,,,,,,,,,
20100101,20101231,21880246303.77,21880246303.77,,,,,,,,13455072693.1,8335441015.94,,,,,,,,,,,343884425.81,10556620.56,459138588.93,4305086271.59,965770.27,,,-167058.11,357905466.01,104630131.73,,,,,,,,8782912018.57,2118101260.87,14895637.41,5549756.61,,,10886117642.03,2660454743.04,,,,8225662898.99,8225073922.08,,588976.91,,,0.5,0.5,-74615932.81,,,8151046966.18,8150457989.27,588976.91,,,,,,,,,,,,,,,,,,,,,,,,
20100101,20100930,17368474514.44,17368474514.44,,,,,,,,9940963387.36,6075597271.8,,,,,,,,,,,266832062.94,6779404.4,292147118.84,3295246923.97,4360605.41,,,-45408.11,711307425.12,471088951.06,,,,,,,,8138773144.09,1158581274.46,8412894.28,58635.59,,,9288941524.27,2124887092.69,,,,7164054431.58,7163813217.03,,241214.55,,,0.43,0.43,-396421461.67,,,6767632969.91,6767391755.36,241214.55,,,,,,,,,,,,,,,,,,,,,,,,
20100101,20100630,7896540740.01,7896540740.01,,,,,,,,6417231139.92,3850149689.7,,,,,,,,,,,123815025.1,4744274.66,204961869.66,2229266554.85,4293725.95,,,-75058.11,497983592.19,266806537.16,,,,,,,,1977218134.17,517398972.24,7359082.93,41775.8,,,2487258023.48,505569577.85,,,,1981688445.63,1981645760.35,,42685.28,,,0.12,0.12,-653801786.47,,,1327886659.16,1327843973.88,42685.28,,,,,,,,,,,,,,,,,,,,,,,,
20100101,20100331,2904508223.76,2904508223.76,,,,,,,,3062470926.4,1799225225.91,,,,,,,,,,,44285362.12,2029853.88,75791635.53,1141138037.06,811.9,,,-159458.11,33132566.86,32931161.55,,,,,,,,-124989593.89,272947463.24,409960,,,,147547909.35,28389737.83,,,,119158171.52,119228634.37,,-70462.85,,,0.01,0.01,-288024801.27,,,-168866629.75,-168796166.9,-70462.85,,,,,,,,,,,,,,,,,,,,,,,,
20090101,20091231,11015033923.14,11015033923.14,0,0,0,0,0,,,7096163906.65,4615913961.88,0,0,0,0,0,0,0,0,0,0,194962678.73,7598509.38,423907497.92,1851571423.25,2209835.49,,,-19541.89,1109740543.05,427607513.14,0,0,0,0,0,,,5028591017.65,976876784.4,7641127.76,5388774.9,,,5997826674.29,1378814270.16,0,,,4619012404.13,4617254933.62,71186491.05,1757470.51,,,0.47,0.47,1722420269.41,0,0,6341432673.54,6339656863,1775810.54,,,,,,,,,,,,,,,,,,,,,,,,
20090101,20090930,7065517453.15,7065517453.15,,,,,,,,3438865174.9,2480711978.9,,,,,,,,,,,124701911.71,4401801.9,215111810.87,615642536.26,-1704864.74,,,-214800,958928679.24,286923487.95,,,,,,,,4585366157.49,489888598.98,2057146.13,34706.7,,,5073197610.34,1170197891.79,,,,3902999718.55,3901139579.48,69928218.13,1860139.07,,,0.41,0.41,1225811568.88,,,5128811287.43,5126950884.38,1860403.05,,,,,,,,,,,,,,,,,,,,,,,,
20090101,20090630,3314885406.47,3314885406.47,0,0,0,0,0,,,2016915267.38,1431590704.04,0,0,0,0,0,0,0,0,0,0,53128917.41,854720.02,128541105.19,404057211.86,-1257391.14,,,0,937436480.04,275695287.3,0,0,0,0,0,,,2235406619.13,263715974.75,1129260,1260,,,2497993333.88,535175114.03,0,,,1962818219.85,1962818219.85,,0,,,0.21,0.21,1175262646.16,,,3138080866.01,3138080866.01,0,,,,,,,,,,,,,,,,,,,,,,,,
20090101,20090331,1232202968.86,1232202968.86,,,,,,,,919831103.6,656144530.41,,,,,,,,,,,20065731.42,398948.22,43491222.92,199730670.63,0,,,0,635304965.52,78726457.48,,,,,,,,947676830.78,136044439.94,613760,1260,,,1083107510.72,251900343.27,,,,831207167.45,831207167.45,,,,,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080101,20081231,8807092497.47,8807092497.47,,,,,,,,4771405931.66,3411160683.31,,,,,,,,,,,140590936.86,1435538.3,315638633.41,901765868.32,814271.46,,,,439191751.1,48858537.96,,,,,,,,4474878316.91,725548882.38,15437344.29,6556738.29,,,5184989855,1254616636.39,,,,3930373218.61,3930373218.61,,,,,0.42,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080101,20080930,6724614575.21,6724614575.21,,,,,,,,3175561867.28,2163866631.04,,,,,,,,,,,107757802.5,961089.03,207623288.31,691373923.6,3979132.8,,,,462495974.08,249225652.81,,,,,,,,4011548682.01,469391450.56,7675105.5,102.74,,,4473265027.07,1065717368.3,,,,3407547658.77,3407547658.77,,,,,0.36,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080101,20080630,3349423469.44,3349423469.44,,,,,,,,2001863497.91,1372042278.41,,,,,,,,,,,54880253.49,654692.77,130567574.06,445027911.75,-1309212.57,,,,324354896.16,138379323.32,,,,,,,,1671914867.69,229923243.67,6930102.74,102.74,,,1894908008.62,416228294.67,,,,1478679713.95,1478679713.95,,,,,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080101,20080331,1087280686.71,1087280686.71,,,,,,,,912659143.5,624867854.16,,,,,,,,,,,18218089.51,249370.21,43216473.65,226107355.97,0,,,0,44479102.94,36276196.91,,,,,,,,219100646.15,106194964.36,642602.74,102.74,,,324653007.77,73048917.5,,,,251604090.28,251604090.28,,,,,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070101,20071231,8735391685.41,8735391685.41,0,0,0,0,0,,,3961711415.87,2649839477.74,0,0,0,0,0,0,0,0,0,0,134002744.04,2188336.27,309688486.8,865544709.62,447661.4,,,0,2094768034.1,511867821.98,0,0,0,0,0,,,6868448303.64,744115131.36,19706412.88,1824721.3,,,7592857022.12,2220374136.68,0,,,5372482885.44,5372482885.44,,0,,,0.6,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070101,20070930,6773717575.6,6773717575.6,0,0,0,0,0,,,2705732957.32,1806879778.7,0,0,0,0,0,0,0,0,0,0,103995342.37,1252427.44,167179269.05,626624341.58,-198201.82,,,0,1876690564.9,299287999.34,0,0,0,0,0,,,5944675183.18,475423913.5,8085437.58,62034.75,,,6412013659.1,1890026085.39,0,,,4521987573.71,4521987573.71,,0,,,0.52,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070101,20070630,3402398442.84,3402398442.84,,,,,,,,1656130784.39,1103483408.28,,,,,,,,,,,53193138.44,811442.93,114730674.86,384110321.7,-198201.82,,,,1337135246.72,149563780.26,,,,,,,,3083402905.17,215358324.78,7337745.76,,,,3291423484.19,1038951308.09,,,,2252472176.1,2252472176.1,,,,,0.27,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070101,20070331,1094381722.12,1094381722.12,0,0,0,,,,,705363809.88,479013640.43,0,0,,,0,0,0,0,0,,17167232.7,300230.77,38415837.64,170466868.34,0,,,0,67488733.84,67488733.84,0,,,,,,,456506646.08,101402354.49,500000,0,,,557409000.57,161673688.35,,,,395735312.22,395735312.22,,0,,,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060101,20061231,7049156165.69,7049156165.69,0,0,0,0,0,,,3159580821.22,2090246041.52,0,0,0,0,0,0,0,0,0,0,109166006.6,1565333.27,252785560.55,707201967.86,-1384088.58,,,-11667360.56,870032171.63,32667676.94,0,0,0,0,0,,,4747940155.54,635522008.31,4109728.21,1000937.37,,,5379352435.64,1764116882.44,0,,,3615235553.2,3615235553.2,,0,,,0.44,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060101,20060930,5285597936.82,5285597936.82,0,0,0,0,0,,,2091551198.29,1360527296.75,0,0,0,0,0,0,0,0,0,0,82419297.63,960342.7,119179475.75,530472424.41,-2007638.95,,,-11667360.56,43736265.73,20596694.42,0,0,0,0,0,,,3226115643.7,454426314.73,2144770.84,0,,,3678397187.59,1216835155.88,0,,,2461562031.71,2461562031.71,,0,,,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060101,20060630,3047435166.75,3047435166.75,0,0,0,,,,,1360891854.06,881652377.35,0,0,,,0,0,0,0,0,,47670814.56,539663.48,74454051.6,358582586.02,-2007638.95,,,-11667360.56,39378373.98,16300364.15,0,,,,,,,1714254326.11,246659792.77,1803993.84,0,,,1959110125.04,646847985.38,,,,1312262139.66,1312262139.66,,0,,,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060101,20060331,1106782864.78,1106782864.78,0,0,0,,,,,641139977.99,415992458.95,0,0,,,0,0,0,0,0,,18203599.12,283717.9,25367667.53,181292534.49,0,,,-5993879.63,21646581.07,5537449.43,0,,,,,,,481295588.23,118194242.5,595635.84,0,,,598894194.89,197910371.72,,,,400983823.17,400983823.17,,0,,,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20050101,20051231,7277448681.74,7259496951.72,,,,,17951730.02,,,2923333697.39,1817912396.95,,,,,,,,,,,107746117.44,1910850.52,166854943.28,828909389.2,,,,,77466496.14,,,0,,561335329.21,,,,4992916809.7,1567400,21400657.7,,,,4973083552,1634412103.03,0,,,3338671448.97,3338671448.97,,0,,,,,,,,,,,2754784950.49,0,0,6093456399.46,333867144.9,233707001.43,0,0,0,0,0,0,5525882253.13,0,0,3016704000,0,2509178253.13,0,0,0,0,0,0
20050101,20050930,5369975483.64,5364437474.92,,,,,5538008.72,,,2000851774.81,1233620124.2,,,,,,,,,,,79548552.79,1245795.8,96461601.49,589975700.53,,,,,73008295.86,,,0,,404763674.09,,,,3846895678.78,66100,2228345.24,,,,3844733433.54,1269917033.07,0,,,2574816400.47,2574816400.47,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20050101,20050630,3022450132.04,3013053009.33,,,,,9397122.71,,,1226945389.5,773299987.32,,,,,,,,,,,44575898.32,776680.41,52314149.27,355978674.18,,,,,50609120.4,,,0,,266584339.14,,,,2112698202.08,0,1349136.2,,,,2111349065.88,697019091.74,0,,,1414329974.14,1414329974.14,,0,,,,,,,,,,,2754784950.49,0,0,4169114924.63,0,0,0,0,0,0,0,0,4169114924.63,0,0,1649760000,0,2519354924.63,0,0,0,0,0,0
20050101,20050331,881058747.46,870928682.82,,,,,10130064.64,,,452254336.13,296630202.52,,,,,,,,,,,12973203.02,328772.77,22895586.53,119426571.29,,,,,6349624.15,,,0,,76572605.35,,,,511726640.83,0,400000,,,,511326640.83,168737791.47,0,,,342588849.36,342588849.36,,0,,,,,,,,,,,0,0,0,342588849.36,0,0,0,0,0,0,0,0,342588849.36,0,0,0,0,342588849.36,0,0,0,0,0,0
20040101,20041231,6192120375.65,6173985879.98,,,,,18134495.67,,,2204683096.61,1549132462.21,,,,,,,,,,,92412641.39,1795713.76,142313759.77,419028519.48,,,,,14758459.21,,,0,,542005246.38,,,,4544200984.63,1946488.2,11102761.11,,,,4535044711.72,1496076859.69,0,,,3038967852.03,3038967852.03,,0,,,,,,,,,,,1193180973.07,0,0,4232148825.1,303896785.2,212727749.64,0,0,0,0,0,0,3715524290.26,0,0,960739339.77,0,2754784950.49,0,0,0,0,0,0
20040101,20040930,4666806689.57,4658478421.13,,,,,8328268.44,,,1558229579.18,1095793646.11,,,,,,,,,,,70169733.35,1371274.89,78591340.77,312303584.06,,,,,9884080.08,,,,,417968972.42,,,,3536430162.89,1946488.2,1479600.42,,,,3536897050.67,1167449926.71,0,,,2369447123.96,2369447123.96,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040101,20040630,2869859674.7,2861886057.99,,,,,7973616.71,,,1039778873.38,731540262.88,,,,,,,,,,,42486064.04,1001053.25,52746518.17,212004975.04,,,,,3907103.64,,,,,254598157.52,,,,2088586062.48,1736437.74,998305.33,,,,2089324194.89,689750884.3,0,,,1399573310.59,1399573310.59,,0,,,,,,,,,,,232441633.3,0,0,1632014943.89,0,0,0,0,0,0,0,0,1632014943.89,0,0,0,0,1632014943.89,0,0,0,0,0,0
20040101,20040331,1080677062.06,1070099686.03,,,,,10577376.03,,,476939647.43,336566483.42,,,,,,,,,,,15435525.74,414102.05,17215996.29,107307539.93,,,,,4203178.99,,,,,94893410.73,,,,702834004.35,860600,400000,,,,703294604.35,232087219.43,0,,,471207384.92,471207384.92,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
