"报表日期","货币资金","交易性金融资产","应收票据","应收账款","预付款项","应收保费","应收利息","应收股利","其他应收款","应收出口退税","应收补贴款","应收保证金","内部应收款","存货","待摊费用","待处理流动资产损益","一年内到期的非流动资产","其他流动资产","特殊处理本身不平流动资产","特殊处理格式不同流动资产","流动资产合计","发放贷款及垫款","可供出售金融资产","持有至到期投资","长期应收款","长期股权投资","其他长期投资","投资性房地产","固定资产原值","累计折旧","固定资产净值","固定资产减值准备","固定资产净额","在建工程","工程物资","固定资产清理","生产性生物资产","公益性生物资产","油气资产","无形资产","开发支出","商誉","长期待摊费用","股权分置流通权","递延所得税资产","其他非流动资产","特殊处理本身不平非流动资产","特殊处理格式不同非流动资产","非流动资产合计","特殊处理本身不平总资产","特殊处理格式不同总资产","资产总计","短期借款","交易性金融负债","应付票据","应付账款","预收款项","应付职工薪酬","应交税费","应付利息","应付股利","其他应交款","应付保证金","内部应付款","其他应付款","预提费用","预计流动负债","应付分保账款","国际票证结算","国内票证结算","一年内的递延收益","应付短期债券","一年内到期的非流动负债","其他流动负债","特殊处理本身不平流动负债","特殊处理格式不同流动负债","流动负债合计","长期借款","应付债券","长期应付款","专项应付款","预计非流动负债","长期递延收益","递延所得税负债","其他非流动负债","特殊处理本身不平长期负债","特殊处理格式不同长期负债","非流动负债合计","特殊处理本身不平负债合计","特殊处理格式不同负债合计","负债合计","实收资本(或股本)","资本公积","减：库存股","专项储备","盈余公积","一般风险准备","未确定的投资损失","未分配利润","拟分配现金股利","外币报表折算差额","特殊处理本身不平股东权益","特殊处理格式不同股东权益","归属于母公司股东权益合计","少数股东权益","特殊处理本身不平股东权益","特殊处理格式不平股东权益","所有者权益(或股东权益)合计","特殊处理本身不平负债及权益","特殊处理格式不同负债及权益","负债和所有者权益","结算备付金","拆出资金","衍生金融资产","应收分保账款","应收分保合同准备金","买入返售金融资产","向中央银行借款","吸收存款及同业存放","拆入资金","衍生金融负债","卖出回购金融资产款","应付手续费及佣金","保险合同准备金","代理买卖证券款","代理承销证券款"
20170630,96795000000,51000000,7077000000,16309000000,3406000000,,,,2944000000,,,,,12856000000,,,,32639000000,,,172077000000,,1864000000,,,5243000000,,,499951000000,185773000000,314178000000,6716000000,307462000000,38957000000,2655000000,,,,,37052000000,,,2670000000,,4287000000,35699000000,,,435889000000,,,607966000000,4399000000,,2434000000,29517000000,6119000000,5255000000,9214000000,1341000000,60660000000,,,,28273000000,,,,,,,,28250000000,,,,175462000000,61906000000,11707000000,2382000000,,2683000000,,762000000,,,,79440000000,,,254902000000,19890000000,74729000000,,11721000000,11433000000,,,162029000000,,,,,279968000000,73096000000,,,353064000000,,,607966000000,,,,,,,,,,,,,,,
20170331,89900000000,51000000,5235000000,16751000000,3385000000,,,,2811000000,,,,,12215000000,,,,25262000000,,,155610000000,,1900000000,,,4953000000,,,,,,,311717000000,33217000000,3715000000,,,,,38415000000,,,2728000000,,4213000000,35042000000,,,435900000000,,,591510000000,4396000000,,3249000000,29950000000,5421000000,4541000000,11299000000,912000000,1292000000,,,,25362000000,,,,,,,,31019000000,,,,117441000000,60033000000,11772000000,2377000000,,2670000000,,795000000,,,,77647000000,,,195088000000,19890000000,74729000000,,10321000000,11433000000,,,209021000000,,,,,325617000000,70805000000,,,396422000000,,,591510000000,,,,,,,,,,,,,,,
20161231,50757000000,54000000,4394000000,16179000000,3141000000,,,,2896000000,,,,,13341000000,,,,42701000000,,,133463000000,,1800000000,,,5078000000,,,498951000000,175874000000,323077000000,6588000000,316489000000,31627000000,3593000000,,,,,38502000000,,,2693000000,,4363000000,34056000000,,,438201000000,,,571664000000,4384000000,,3174000000,31982000000,4196000000,3727000000,10376000000,705000000,2665000000,,,,23157000000,,,,,,,,27819000000,,,,112185000000,58462000000,15316000000,2383000000,,2617000000,,797000000,,,,79575000000,,,191760000000,19890000000,74729000000,,9394000000,11433000000,,,196786000000,,,,,312357000000,67547000000,,,379904000000,,,571664000000,,,,,,,,,,,,,,,
20160930,82213000000,0,4272000000,18253000000,4534000000,,,,3273000000,,,,,14739000000,,,,9202000000,,,136486000000,,1795000000,,,5201000000,,,,,,,310082000000,36179000000,1429000000,,,,,35340000000,,,2439000000,,3163000000,33904000000,,,429532000000,,,566018000000,5417000000,,2287000000,28885000000,4464000000,4612000000,6937000000,563000000,1526000000,,,,28712000000,,,,,,,,27009000000,0,,,110412000000,60983000000,14865000000,2360000000,,2386000000,,815000000,,,,81409000000,,,191821000000,19890000000,74729000000,,8404000000,11433000000,,,191347000000,,,,,305789000000,68408000000,,,374197000000,,,566018000000,,,,,,,,,,,,,,,
20160630,73914000000,5000000,4229000000,22341000000,2954000000,,,,3036000000,,,,,14192000000,,,,10202000000,,,130873000000,,1795000000,,,5130000000,,,481999000000,166860000000,315139000000,5085000000,310054000000,37379000000,1571000000,,,,,35327000000,,,2438000000,,3114000000,32322000000,,,429130000000,,,560003000000,6336000000,,1757000000,30338000000,2857000000,4344000000,6106000000,1356000000,7140000000,,,,25329000000,,,,,,,,6482000000,,,,92045000000,60842000000,34829000000,2355000000,,2265000000,,817000000,,,,101108000000,,,193153000000,19890000000,74729000000,,7863000000,11433000000,,,183868000000,,,,,297685000000,69165000000,,,366850000000,,,560003000000,,,,,,,,,,,,,,,
20160331,58370000000,15000000,10885000000,25703000000,3215000000,,,,3055000000,,,,,14345000000,,,,9749000000,,,125337000000,,1795000000,,,5064000000,,,,,,,314556000000,33937000000,1661000000,,,,,35635000000,,,2417000000,,3130000000,32707000000,,,430902000000,,,556239000000,5791000000,,2226000000,29181000000,2961000000,3705000000,5830000000,911000000,2890000000,,,,31446000000,,,,,,,,7172000000,0,,,92113000000,58808000000,34563000000,2357000000,,2224000000,,814000000,,,,98766000000,,,190879000000,19890000000,74716000000,,6881000000,11433000000,,,185012000000,,,,,297771000000,67589000000,,,365360000000,,,556239000000,,,,,,,,,,,,,,,
20151231,47850000000,12000000,17649000000,23370000000,3613000000,,,,3478000000,,,,,12816000000,,,,12248000000,,,121036000000,,1795000000,,,5049000000,,,480862000000,156638000000,324224000000,5271000000,318953000000,32263000000,1347000000,,,,,35757000000,,,2482000000,,3203000000,32080000000,,,432929000000,,,553965000000,6435000000,,2473000000,31517000000,3624000000,3397000000,5536000000,784000000,2786000000,,,,33357000000,,,,,,,,6580000000,4998000000,,,101487000000,54179000000,34606000000,2523000000,,2197000000,,816000000,,,,94321000000,,,195808000000,19890000000,74729000000,,6570000000,11433000000,,,180405000000,,,,,292790000000,65367000000,,,358157000000,,,553965000000,,,,,,,,,,,,,,,
20150930,55223000000,26000000,17395000000,23339000000,4905000000,,,,3535000000,,,,,15870000000,,,,16352000000,,,136645000000,,1795000000,,,4970000000,,,,,,,298148000000,39365000000,1431000000,,,,,35057000000,,,2615000000,,2797000000,29684000000,,,415862000000,,,552507000000,3016000000,,2655000000,28184000000,5184000000,4034000000,5732000000,716000000,1412000000,,,,34175000000,,,,,,,,4939000000,14992000000,,,105039000000,47066000000,34316000000,1798000000,,2203000000,,802000000,,,,86185000000,,,191224000000,19890000000,77739000000,,6651000000,11433000000,,,180278000000,,,,,295651000000,65632000000,,,361283000000,,,552507000000,,,,,,,,,,,,,,,
20150630,61012000000,28000000,9873000000,24994000000,5380000000,,,,3628000000,,,,,17884000000,,,,17791000000,,,140590000000,,1795000000,,,4860000000,,,426015000000,143421000000,282594000000,1756000000,280838000000,55747000000,1682000000,,,,,34847000000,,,3164000000,,2802000000,28973000000,,,414708000000,,,555298000000,5220000000,,2783000000,30880000000,4893000000,3713000000,5284000000,1359000000,4867000000,,,,38159000000,,,,,,,,4794000000,14987000000,,,116939000000,43034000000,33980000000,1519000000,,2161000000,,803000000,,,,81497000000,,,198436000000,19890000000,77739000000,,6012000000,11433000000,,,175451000000,,,,,290256000000,66606000000,,,356862000000,,,555298000000,,,,,,,,,,,,,,,
20150331,54890000000,39000000,5730000000,23090000000,4958000000,,,,3379000000,,,,,19035000000,,,,19334000000,,,130455000000,,1795000000,,,5030000000,,,,,,,266028000000,71959000000,1803000000,,,,,33302000000,,,3303000000,,2855000000,28729000000,,,414804000000,,,545259000000,9965000000,,4021000000,27846000000,4884000000,3522000000,5892000000,911000000,2960000000,,,,30971000000,,,,,,,,3420000000,9982000000,,,104374000000,39978000000,34069000000,1547000000,,2137000000,,800000000,,,,78531000000,,,182905000000,19890000000,77739000000,,5293000000,11433000000,,,184134000000,,,,,297975000000,64379000000,,,362354000000,,,545259000000,,,,,,,,,,,,,,,
20141231,43502000000,442000000,6168000000,23746000000,5910000000,,,,3128000000,,,,,15790000000,,,,19951000000,,,118637000000,,1795000000,,,4952000000,,,395381000000,134107000000,261274000000,1365000000,259909000000,77326000000,1598000000,,,,,33395000000,,,3280000000,,2561000000,29143000000,,,413959000000,,,532596000000,12246000000,,4387000000,33899000000,4386000000,3252000000,6240000000,779000000,1501000000,,,,26813000000,,,,,,,,5364000000,9994000000,,,108861000000,38726000000,24933000000,1546000000,,2102000000,,801000000,,,,68108000000,,,176969000000,19890000000,77739000000,,4638000000,11433000000,,,178442000000,,,,,291789000000,63838000000,,,355627000000,,,532596000000,,,,,,,,,,,,,,,
