"报表期起始日","报表期截止日","营业总收入","营业收入","利息收入","已赚保费","手续费及佣金收入","房地产销售收入","其他业务收入","特殊处理本身不平营业总收入","特殊处理格式不同营业总收入","营业总成本","营业成本","利息支出","手续费及佣金支出","房地产销售成本","研发费用","退保金","赔付支出净额","提取保险合同准备金净额","保单红利支出","分保费用","其他业务成本","营业税金及附加","销售费用","管理费用","财务费用","资产减值损失","特殊处理本身不平营业总成本","特殊处理格式不同营业总成本","公允价值变动收益","投资收益","其中:对联营企业和合营企业的投资收益","汇兑收益","期货损益","托管收益","补贴收入","其他业务利润","特殊处理本身不平营业利润","特殊处理格式不同营业利润","营业利润","营业外收入","营业外支出","非流动资产处置损失","特殊处理本身不平利润总额","特殊处理格式不同利润总额","利润总额","所得税费用","未确认投资损失","特殊处理本身不平净利润1","特殊处理格式不同净利润1","净利润","归属于母公司所有者的净利润","被合并方在合并前实现净利润","少数股东损益","特殊处理本身不平净利润2","特殊处理格式不同净利润2","基本每股收益","稀释每股收益","其他综合收益","归属于母公司所有者的其他综合收益","归属于少数股东的其他综合收益","综合收益总额","归属于母公司所有者的综合收益总额","归属于少数股东的综合收益总额","年初未分配利润","减少注册资本减少的未分配利润","其他转入","可分配利润","提取法定盈余公积","提取公益金","提取资本公积金","提取职工奖福基金","提取储备基金","提取企业发展基金","利润归还投资","补充流动资本","可供股东分配的利润","应付优先股股利","提取任意公积","应付普通股股利","转作资本股本的普通股股利","未分配利润","出售处置部门或被投资单位所得收益","自然灾害发生的损失","会计政策变更增加减少利润总额","会计估计变更增加减少利润总额","债务重组损失","其他补充资料"
20140101,20141231,7331881449.46,7331881449.46,,,,,,,,6412768155.44,4535434866.81,,,,,,,,,,,61410782.5,680836838.85,1077457344.32,-21729263.16,79357586.12,,,894483.21,7557419.64,-787545.47,,,,,,,,927565196.87,335651168,10372453.86,120431.11,,,1252843911.01,108579382.61,,,,1144264528.4,1142678484.61,,1586043.79,,,1.01,1.01,-55011.41,-55011.41,,1144209516.99,1142623473.2,1586043.79,,,,,,,,,,,,,,,,,,,,,,,,
20140101,20140930,4647473079.69,4647473079.69,,,,,,,,4096125929.35,2893366049.16,,,,,,,,,,,41267809.25,414282545.68,718136309.16,-20960342.39,50033558.49,,,-253574.76,-217557.24,-580024.36,,,,,,,,550876018.34,250410964.17,7048512.63,73240.61,,,794238469.88,68530032.45,,,,725708437.43,724596498.69,,1111938.74,,,0.63,0.63,-7279.9,,,725701157.53,724589218.79,1111938.74,,,,,,,,,,,,,,,,,,,,,,,,
20140101,20140630,3042521916.96,3042521916.96,,,,,,,,2626646337.19,1889810162.67,,,,,,,,,,,28526831.39,245635008.93,439119764.29,-15428329.05,38982898.96,,,65830.36,-320303.79,-429691.77,,,,,,,,415621106.34,144715338.18,4863478.63,51843.74,,,555472965.89,48751399.98,,,,506721565.91,506330773.81,,390792.1,,,0.44,0.44,,,,506721565.91,506330773.81,390792.1,,,,,,,,,,,,,,,,,,,,,,,,
20140101,20140331,1144820982.71,1144820982.71,,,,,,,,987014824.77,666508253.01,,,,,,,,,,,12848659.39,100351943.04,205747307.46,-11138672.43,12697334.3,,,151295.04,-1229169.62,-281505.4,,,,,,,,156728283.36,84968238.83,2390811.47,34616.76,,,239305710.72,37738846.15,,,,201566864.57,201668480.66,,-101616.09,,,0.18,0.18,,,,201566864.57,201668480.66,-101616.09,,,,,,,,,,,,,,,,,,,,,,,,
20130101,20131231,5410094042.8,5410094042.8,,,,,,,,4484001190.1,3093424246.12,,,,,,,,,,,55153601.19,564544190.77,693282255.03,-20962705.47,98559602.46,,,3973172.57,7753381.11,-1246471.45,,,,,,,,937819406.38,193350688.28,5931970.34,-87646.67,,,1125238124.32,-4900604.01,,,,1130138728.33,1130921915.51,,-783187.18,,,1,1,190.82,,,1130138919.15,1130922106.33,-783187.18,,,,,,,,,,,,,,,,,,,,,,,,
20130101,20130930,3259172104.41,3259172104.41,,,,,,,,2692052219.44,1845258095.84,,,,,,,,,,,28967405.22,357894654.23,415215620.19,-11942853.22,56659297.18,,,2971940.31,3297687.51,-818882.48,,,,,,,,573389512.79,123694965.59,3182889.85,-136176.94,,,693901588.53,78949427.16,,,,614952161.37,615966667.45,,-1014506.08,,,0.55,0.55,561.46,,,614952722.83,615967228.91,-1014506.08,,,,,,,,,,,,,,,,,,,,,,,,
20130101,20130630,2031589599.46,2031589599.46,,,,,,,,1688737521.83,1138758255.5,,,,,,,,,,,18442350.48,244689701.99,252735106.4,-1925040.49,36037147.95,,,987831.88,2735132.63,-475924.3,,,,,,,,346575042.14,87407020.71,1829358.79,66772.9,,,432152704.06,46680556.47,,,,385472147.59,386253535.92,,-781388.33,,,0.34,0.34,-838.63,,,385471308.96,386252697.29,-781388.33,,,,,,,,,,,,,,,,,,,,,,,,
20130101,20130331,788467237.58,788467237.58,,,,,,,,674123977.71,455317949.4,,,,,,,,,,,9872358.85,94010036.06,100663678.82,2417553.9,11842400.68,,,2095942.22,1348992.14,-438718.13,,,,,,,,117788194.23,43645238.17,502770.49,32153.29,,,160930661.91,18883086.59,,,,142047575.32,142673089.17,,-625513.85,,,0.13,0.13,-272.93,,,142047302.39,142672816.24,-625513.85,,,,,,,,,,,,,,,,,,,,,,,,
20120101,20121231,3531214471.62,3531214471.62,,,,,,,,2924298493.48,2024408961.38,,,,,,,,,,,27289342.5,461382631.82,385612940.85,-12342881.59,37947498.52,,,-1835136.12,-1027741.59,-1010471.67,,,,,,,,604053100.43,154872539.63,4343107.99,172214.77,,,754582532.07,57931297.91,,,,696651234.16,700155145.05,,-3503910.89,,,1.25,1.25,-190.82,,,696651043.34,700154954.23,-3503910.89,,,,,,,,,,,,,,,,,,,,,,,,
20120101,20120930,2192882979.01,2192882979.01,,,,,,,,1854666091.01,1266358555.21,,,,,,,,,,,17811365.31,269341556.05,272510647.97,-8505196.6,37149163.07,,,-145118.14,-1375760.99,-808000.98,,,,,,,,336696008.87,92160230.08,2884197.01,121079.01,,,425972041.94,50782434.24,,,,375189607.7,377997722.57,,-2808114.87,,,0.68,0.68,,,,375189607.7,377997722.57,-2808114.87,,,,,,,,,,,,,,,,,,,,,,,,
20120101,20120630,1296870812.88,1296870812.88,,,,,,,,1097639440.64,756705697.54,,,,,,,,,,,9463105.62,150060759.49,157199752.79,511672.92,23698452.28,,,3824216.4,-1474271.99,-906511.98,,,,,,,,201581316.65,56308646.55,1725946.88,94799.83,,,256164016.32,32295053.26,,,,223868963.06,225809636.69,,-1940673.63,,,0.4,0.4,,,,223868963.06,225809636.69,-1940673.63,,,,,,,,,,,,,,,,,,,,,,,,
20120101,20120331,498029565.17,498029565.17,,,,,,,,443347074.46,298068983.63,,,,,,,,,,,3482035.7,60026794.74,70778012.31,-1363805.98,12355054.06,,,508160,-857496.88,-435336.88,,,,,,,,54333153.83,21206250.57,577054.04,,,,74962350.36,8915427.56,,,,66046922.8,66967705.04,,-920782.24,,,0.24,0.24,,,,66046922.8,66967705.04,-920782.24,,,,,,,,,,,,,,,,,,,,,,,,
20110101,20111231,2205208207.08,2205208207.08,,,,,,,,1870266206.55,1273054979.38,,,,,,,,,,,17227726.31,299484499.4,264044362.47,-10268570.01,26723209,,,-927288.22,-4041974.58,365449.12,,,,,,,,329972737.73,86498029.67,3120598.59,259698.49,,,413350168.81,37789319.68,,,,375560849.13,377983123.52,,-2422274.39,,,1.35,1.35,,,,375560849.13,377983123.52,-2422274.39,,,,,,,,,,,,,,,,,,,,,,,,
20110101,20110930,1460699765.06,1460699765.06,,,,,,,,1234300793.67,866086435.68,,,,,,,,,,,10401952.52,175023462.15,168350299.64,-8997256.56,23435900.24,,,-2191740.96,-2136936.47,-49865.34,,,,,,,,222070293.96,15520909.7,2108887.71,,,,235482315.95,32143964.8,,,,203338351.15,204238399.55,,-900048.4,,,0.73,0.73,,,,203338351.15,204238399.55,-900048.4,,,,,,,,,,,,,,,,,,,,,,,,
20110101,20110630,894260544.45,894260544.45,,,,,,,,758571468.59,526147755.11,,,,,,,,,,,5992899.65,107051209.54,104629083.93,-2460201.95,17210722.31,,,-1238622.69,-1051465.34,-49865.34,,,,,,,,133398987.83,14042834.54,1395265.97,,,,146046556.4,17371374.22,,,,128675182.18,128907294.9,,-232112.72,,,0.46,0.46,,,,128675182.18,128907294.9,-232112.72,,,,,,,,,,,,,,,,,,,,,,,,
20110101,20110331,328634906.66,328634906.66,,,,,,,,295027420.5,189841253.94,,,,,,,,,,,2382414.24,49198838.97,48988222.67,-1294444.6,5911135.28,,,-807590.03,,,,,,,,,,32799896.13,10962165.01,584305.88,,,,43177755.26,4038711.09,,,,39139044.17,39185843.2,,-46799.03,,,0.28,0.28,,,,39139044.17,39185843.2,-46799.03,,,,,,,,,,,,,,,,,,,,,,,,
20100101,20101231,1516275445.16,1516275445.16,,,,,,,,1277038282.59,860147255.85,,,,,,,,,,,9441419.35,224607629.57,179333634.15,-7830860.19,11339203.86,,,271728.21,-3317.31,,,,,,,,,239505573.47,51481202.26,2808697.11,172138.23,,,288178078.62,28546466.83,,,,259631611.79,260294585.96,,-662974.17,,,1.91,1.91,,,,259631611.79,260294585.96,-662974.17,,,,,,,,,,,,,,,,,,,,,,,,
20100101,20100930,957975121.68,957975121.68,,,,,,,,831345213.29,556344037.28,,,,,,,,,,,4986975.59,139103768.63,124955300.78,-4939759.43,10894890.44,,,,,,,,,,,,,126629908.39,30216078.43,1814821.06,,,,155031165.76,14524416.37,,,,140506749.39,140770590.57,,-263841.18,,,1.04,1.04,,,,140506749.39,140770590.57,-263841.18,,,,,,,,,,,,,,,,,,,,,,,,
20100101,20100630,570649139.52,570649139.52,,,,,,,,498652854.07,329947315.69,,,,,,,,,,,3590251.9,84432271.92,76526083.12,-2208846.33,6365777.77,,,,,,,,,,,,,71996285.45,16453732.96,1395812.95,,,,87054205.46,8696840.04,,,,78357365.42,78450422.95,,-93057.53,,,0.59,0.59,,,,78357365.42,78450422.95,-93057.53,,,,,,,,,,,,,,,,,,,,,,,,
20100101,20100331,212729003.42,212729003.42,,,,,,,,197571148.5,123225849.36,,,,,,,,,,,1315896.66,36505898.15,35462656.85,-1801939.36,2862786.84,,,,,,,,,,,,,15157854.92,5222281.53,281794.76,,,,20098341.69,1615896,,,,18482445.69,18528630.06,,-46184.37,,,0.28,0.28,,,,18482445.69,18528630.06,-46184.37,,,,,,,,,,,,,,,,,,,,,,,,
20090101,20091231,835942072.07,835942072.07,,,,,,,,744993476.23,511547595.33,,,,,,,,,,,5407507.56,133064007.18,93657293.26,-8013199.92,9330272.82,,,13200,4797,,,,,,,,,90966592.84,37851477.04,968170.41,255412.67,,,127849899.47,10740322.22,,,,117109577.25,117187030.35,,-77453.1,,,1.75,1.75,,,,117109577.25,117187030.35,-77453.1,,,,,,,,,,,,,,,,,,,,,,,,
20090101,20090930,518260863.69,518260863.69,,,,,,,,470083403.49,320126727.71,,,,,,,,,,,3427362.02,82453088.37,65946820.57,-7599665.34,5729070.16,,,,,,,,,,,,,48177460.2,17347559.53,918753.64,,,,64606266.09,4706065.45,,,,59900200.64,59977669.47,,-77468.83,,,0.9,0.9,,,,59900200.64,59977669.47,-77468.83,,,,,,,,,,,,,,,,,,,,,,,,
20090101,20090630,299015862,299015862,,,,,,,,271604497.85,181632798.92,,,,,,,,,,,2122181.11,50624102.61,40979504.58,-5789724.81,2035635.44,,,,,,,,,,,,,27411364.15,9754715.52,635483.19,,,,36530596.48,2582817.98,,,,33947778.5,34024690.7,,-76912.2,,,0.51,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20090101,20090331,129896906.78,129896906.78,,,,,,,,125166784.45,77656127.25,,,,,,,,,,,830648.85,25664757.19,23079224.81,-2833976.44,770002.79,,,,,,,,,,,,,4730122.33,1711549.16,161191.61,,,,6280479.88,51190.82,,,,6229289.06,6310066.13,,-80777.07,,,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080101,20081231,632018390.77,632018390.77,,,,,,,,550471411.19,386541826.72,,,,,,,,,,,3928452.96,76310159.14,91350676.19,-9451739.1,1792035.28,,,-13200,-522181.7,,,,,,,,,81011597.88,32038036.9,1941757.69,507553.89,,,111107877.09,7069616.15,,,,104038260.94,104126860.63,,-88599.69,,,1.74,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080101,20080930,444354759.21,444354759.21,,,,,,,,376083946.11,270913102.89,,,,,,,,,,,2480450.99,49362866.12,51849215.79,-3562277.59,5040587.91,,,,,,,,,,,,,68270813.1,16246390.84,2010287.04,,,,82506916.9,8690616.19,,,,73816300.71,74434533.37,,-618232.66,,,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080101,20080630,264817613.74,264817613.74,,,,,,,,230949005.96,165611545.54,,,,,,,,,,,1381418.31,31192099.93,31587847.48,-2731595.38,3907690.08,,,,,,,,,,,,,33868607.78,11378672.79,1768288,,,,43478992.57,7109613.84,,,,36369378.73,36727892.08,,-358513.35,,,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080101,20080331,79182563.64,79182563.64,0,0,0,0,0,,,73814373.17,49485426.05,0,0,0,0,0,0,0,0,0,0,583205.49,12283969.81,12102380.85,-640609.03,0,,,0,0,0,0,0,0,0,0,,,5368190.47,1856383.74,15331.2,0,,,7209243.01,1555981.73,0,,,5653261.28,5836523.44,,-183262.16,,,0.11,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070101,20071231,405185173.71,405185173.71,,,,,,,,328224356.95,238461729.68,,,,,,,,,,,3250052.87,39250233.21,48576518.38,-1017209.97,-296967.22,,,,927230.07,,,,,,,,,77888046.83,20326522.35,947342.57,397213.09,,,97267226.61,11493411.82,,,,85773814.79,85748259.78,,25555.01,,,1.71,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070101,20070331,50910017.09,50910017.09,0,0,0,0,0,,,51339894.61,30839528.03,0,0,0,0,0,0,0,0,0,0,456019.99,8287984.49,11436637.25,319724.85,0,,,0,0,0,0,0,0,0,0,,,-429877.52,3191005.7,45214.5,0,,,2715913.68,0,0,,,2715913.68,2779527.07,,-63613.39,,,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060101,20061231,445538267,445538267,,,,,,,,420441998.24,294800132.11,,,,,,,,,,,2404898.59,41389646.39,67876147.38,1921764.18,12049409.59,,,,7180688.69,,,,,,,,,32276957.45,21297086.07,1107499.36,415379.89,,,52466544.16,3716057.2,,,,48750486.96,47727776.14,,1022710.82,,,0.95,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20050101,20051231,293144590.5,293144590.5,,,,,,,,259384808.89,193968349.19,,,,,,,,,,,1114349.13,23396956.89,36179353.29,1053896.44,3671903.95,,,,,,,,,,,,,33759781.61,15298194.33,269143.06,,,,48788832.88,3028640.97,,,,45760191.91,41911617.72,,3848574.19,,,1.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
